,DY_Mes,LTV,Percentual_Vacancia,Percentual_Inadimplencia,beta_CDI,beta_IPCA,beta_IMAB,P_VPA
CCME11.SA,0.008613,0.0067146735058593,0.279835,0.007155,0.0596690394623202,0.0414511350369284,-0.0006935341934121,0.8265034601225033
ARXD11.SA,0.009869,0.0111086915846272,0.0,0.0,0.0557591852362978,0.0304603491761799,0.0089620711423919,0.8124680471527336
RINV11.SA,0.013699,0.0149434115205496,0.0,0.0,0.0396489535066361,0.0275402024614907,0.0102270637446613,0.9757201642965184
OCRE11.SA,0.003591,0.0078845033584851,0.0,0.0,0.1002637058266299,-0.0933247899361874,-0.0114790357233774,0.4440900103659181
MCEM11.SA,0.018665,0.0144658692143815,0.0,0.0,0.0478067367759512,0.0092597446783343,0.0014233444669312,1.7938338660194737
GCOI11.SA,0.0,0.0038037832774658,0.0,0.0,0.0304367416885095,0.0025511863776069,-0.0011745807398842,0.9118279012712088
BROF11.SA,0.005209,0.1512194578476271,0.0964,0.0,0.1135714583646208,0.0521655990666211,0.014869450129555,0.4978936274314862
CLIN11.SA,0.0,0.0009215685675909,0.0,0.0,0.0268640091152194,0.0815754909156002,0.0118388097909086,0.8754568463188637
VVRI11.SA,0.00698,0.2065345307822966,0.0,0.5,0.0407499839817858,0.0447560691171896,0.001751929953282,0.979711867247083
AJFI11.SA,0.004233,0.0283305612728892,0.0660791497504874,0.02545,0.0610056481142957,0.0463609035318051,0.0100780573795992,0.7078522479788172
SAPI11.SA,0.020827,0.0210660351922045,0.0,0.0,0.109246047914002,0.0583864663296192,0.0038215716464627,0.8690077493969166
VRTM11.SA,0.009696,0.0258090244335882,0.0,0.0,0.0744669209691824,0.073720157493908,0.0008800849060659,0.7513970436641364
KORE11.SA,0.011796,0.0273789332451725,0.0068714338030931,0.0130819444034224,-0.0060981873752456,0.0701878416931237,0.008904691967086,0.6917700932627495
SNME11.SA,0.01282,0.0133358626270666,0.0,0.0,-0.0001393606973893,0.0252110465556777,0.0089958256990191,0.968792333565129
VGII11.SA,0.00393046,0.006258645139954,0.0,0.0,-0.0270527624303059,-0.0108368073950337,-0.001754363348516,0.9692594655976108
MXRF11.SA,0.009328,0.0102044916823617,0.0,0.0,0.0236077796989546,-0.0081280843292587,0.0045008425251948,0.9734178588990984
